Name,Description,datetime,temp,DATE,YEAR,WEEK,TIME
SAO JOAO DO TAUAPE,,2011090212,26.582477022996784,2011-09-01,2011,35,245
SAO JOAO DO TAUAPE,,2011090312,27.028224468686744,2011-09-02,2011,35,246
SAO JOAO DO TAUAPE,,2011090412,26.124563470244084,2011-09-03,2011,36,247
SAO JOAO DO TAUAPE,,2011090512,26.524173294534762,2011-09-04,2011,36,248
SAO JOAO DO TAUAPE,,2011090612,26.685514591274,2011-09-05,2011,36,249
SAO JOAO DO TAUAPE,,2011090712,26.88784631027079,2011-09-06,2011,36,250
SAO JOAO DO TAUAPE,,2011090812,27.030376933782463,2011-09-07,2011,36,251
SAO JOAO DO TAUAPE,,2011090912,26.43741959263366,2011-09-08,2011,36,252
SAO JOAO DO TAUAPE,,2011091012,26.983958556066227,2011-09-09,2011,36,253
SAO JOAO DO TAUAPE,,2011091112,28.166036235367017,2011-09-10,2011,37,254
SAO JOAO DO TAUAPE,,2011091212,27.47181944928093,2011-09-11,2011,37,255
SAO JOAO DO TAUAPE,,2011091312,27.60536587065394,2011-09-12,2011,37,256
SAO JOAO DO TAUAPE,,2011091412,28.215355761690432,2011-09-13,2011,37,257
SAO JOAO DO TAUAPE,,2011091512,28.153870128304277,2011-09-14,2011,37,258
SAO JOAO DO TAUAPE,,2011091612,28.196732259340592,2011-09-15,2011,37,259
SAO JOAO DO TAUAPE,,2011091712,27.681918759710015,2011-09-16,2011,37,260
SAO JOAO DO TAUAPE,,2011091812,27.246465712303973,2011-09-17,2011,38,261
SAO JOAO DO TAUAPE,,2011091912,27.286520280172,2011-09-18,2011,38,262
SAO JOAO DO TAUAPE,,2011092012,26.998932226297256,2011-09-19,2011,38,263
SAO JOAO DO TAUAPE,,2011092112,27.22643842836999,2011-09-20,2011,38,264
SAO JOAO DO TAUAPE,,2011092212,27.525537491234786,2011-09-21,2011,38,265
SAO JOAO DO TAUAPE,,2011092312,28.74336480821205,2011-09-22,2011,38,266
SAO JOAO DO TAUAPE,,2011092412,28.55778488278628,2011-09-23,2011,38,267
SAO JOAO DO TAUAPE,,2011092512,27.85402238192796,2011-09-24,2011,39,268
SAO JOAO DO TAUAPE,,2011092612,28.632091721307802,2011-09-25,2011,39,269
SAO JOAO DO TAUAPE,,2011092712,28.534294937611378,2011-09-26,2011,39,270
SAO JOAO DO TAUAPE,,2011092812,28.453811460119596,2011-09-27,2011,39,271
SAO JOAO DO TAUAPE,,2011092912,27.838112857307465,2011-09-28,2011,39,272
SAO JOAO DO TAUAPE,,2011093012,28.064776790429676,2011-09-29,2011,39,273
SAO JOAO DO TAUAPE,,2011100112,27.49100446426445,2011-09-30,2011,39,274
SAO JOAO DO TAUAPE,,2011100212,27.739005877465843,2011-10-01,2011,40,275
SAO JOAO DO TAUAPE,,2011100312,27.682293101465802,2011-10-02,2011,40,276
SAO JOAO DO TAUAPE,,2011100412,28.14881651460132,2011-10-03,2011,40,277
SAO JOAO DO TAUAPE,,2011100512,28.566769084924886,2011-10-04,2011,40,278
SAO JOAO DO TAUAPE,,2011100612,28.44688613763776,2011-10-05,2011,40,279
SAO JOAO DO TAUAPE,,2011100712,27.992809587881766,2011-10-06,2011,40,280
SAO JOAO DO TAUAPE,,2011100812,27.632505647947653,2011-10-07,2011,40,281
SAO JOAO DO TAUAPE,,2011100912,28.364156609611314,2011-10-08,2011,41,282
SAO JOAO DO TAUAPE,,2011101012,28.119149930456047,2011-10-09,2011,41,283
SAO JOAO DO TAUAPE,,2011101112,28.173335899604638,2011-10-10,2011,41,284
SAO JOAO DO TAUAPE,,2011101212,28.580713315327557,2011-10-11,2011,41,285
SAO JOAO DO TAUAPE,,2011101312,27.78168083762432,2011-10-12,2011,41,286
SAO JOAO DO TAUAPE,,2011101412,27.15035346650859,2011-10-13,2011,41,287
SAO JOAO DO TAUAPE,,2011101512,27.47631155035026,2011-10-14,2011,41,288
SAO JOAO DO TAUAPE,,2011101612,27.847190644885018,2011-10-15,2011,42,289
SAO JOAO DO TAUAPE,,2011101712,28.506219305928198,2011-10-16,2011,42,290
SAO JOAO DO TAUAPE,,2011101812,28.082558023828994,2011-10-17,2011,42,291
SAO JOAO DO TAUAPE,,2011101912,28.03202188679927,2011-10-18,2011,42,292
SAO JOAO DO TAUAPE,,2011102012,26.134015599577424,2011-10-19,2011,42,293
SAO JOAO DO TAUAPE,,2011102112,26.538304695815214,2011-10-20,2011,42,294
SAO JOAO DO TAUAPE,,2011102212,27.890895044871854,2011-10-21,2011,42,295
SAO JOAO DO TAUAPE,,2011102312,28.545993117479384,2011-10-22,2011,43,296
SAO JOAO DO TAUAPE,,2011102412,28.599430403116344,2011-10-23,2011,43,297
SAO JOAO DO TAUAPE,,2011102512,28.445014428858826,2011-10-24,2011,43,298
SAO JOAO DO TAUAPE,,2011102612,28.32456996893802,2011-10-25,2011,43,299
SAO JOAO DO TAUAPE,,2011102712,28.525872248106396,2011-10-26,2011,43,300
SAO JOAO DO TAUAPE,,2011102812,28.436685324792847,2011-10-27,2011,43,301
SAO JOAO DO TAUAPE,,2011102912,27.292228991947525,2011-10-28,2011,43,302
SAO JOAO DO TAUAPE,,2011103012,28.746827469453024,2011-10-29,2011,44,303
SAO JOAO DO TAUAPE,,2011103112,28.43968005883903,2011-10-31,2011,44,304
SAO JOAO DO TAUAPE,,2011110112,28.191959401954477,2011-11-01,2011,44,305
SAO JOAO DO TAUAPE,,2011110212,28.97695406381615,2011-11-02,2011,44,306
SAO JOAO DO TAUAPE,,2011110312,27.985790679960985,2011-11-03,2011,44,307
SAO JOAO DO TAUAPE,,2011110412,28.254661646046884,2011-11-04,2011,44,308
SAO JOAO DO TAUAPE,,2011110512,28.066648499208554,2011-11-05,2011,45,309
SAO JOAO DO TAUAPE,,2011110612,28.3631271697829,2011-11-06,2011,45,310
SAO JOAO DO TAUAPE,,2011110712,28.40336890852882,2011-11-07,2011,45,311
SAO JOAO DO TAUAPE,,2011110812,28.56021810419884,2011-11-08,2011,45,312
SAO JOAO DO TAUAPE,,2011110912,28.468691544911678,2011-11-09,2011,45,313
SAO JOAO DO TAUAPE,,2011111012,28.530083592858887,2011-11-10,2011,45,314
